Event.Date,Shape,Location,State,Country,Source,USA,
1/14/2016,Other ,Bradenton ,FL ,USA ,NUFORC,1,
1/13/2016,Other ,Mecca ,CA ,USA ,NUFORC,1,
1/12/2016,Other ,Lafayette (14 mi. E of) ,LA ,USA ,NUFORC,1,
1/12/2016,Other ,Colorado Springs (east of) ,CO ,USA ,NUFORC,1,
1/9/2016,Other ,Hutchinson ,KS ,USA ,NUFORC,1,
1/8/2016,Other ,Birmingham ,AL ,USA ,NUFORC,1,
1/5/2016,Other ,Seymour ,TN ,USA ,NUFORC,1,
1/4/2016,Other ,Orangevale ,CA ,USA ,NUFORC,1,
1/4/2016,Other ,Stanardsville ,VA ,USA ,NUFORC,1,
1/2/2016,Other ,Spring Hill ,TN ,USA ,NUFORC,1,
1/2/2016,Other ,Phoenix ,AZ ,USA ,MUFON,1,
1/1/2016,Other ,French Creek ,WV ,USA ,NUFORC,1,
1/1/2016,Other ,Fuquay Varina ,NC ,USA ,NUFORC,1,
1/1/2016,Other ,Bremerton ,WA ,USA ,NUFORC,1,
1/1/2016,Other ,Las Vegas ,NV ,USA ,NUFORC,1,
12/31/2015,Other ,Fairbanks ,AK ,USA ,NUFORC,1,
12/30/2015,Other ,Ocean Shores ,WA ,USA ,NUFORC,1,
12/29/2015,Other ,Cottonwood ,AZ ,USA ,NUFORC,1,
12/28/2015,Other ,Sacramento ,CA ,USA ,NUFORC,1,
12/26/2015,Other ,Cape Coral ,FL ,USA ,NUFORC,1,
12/25/2015,Other ,Ellington ,CT ,USA ,NUFORC,1,
12/25/2015,Other ,Albuquerque ,NM ,USA ,NUFORC,1,
12/23/2015,Other ,St. Charles ,MO ,USA ,NUFORC,1,
12/22/2015,Other ,Cedar City ,UT ,USA ,NUFORC,1,
12/22/2015,Other ,Las Vegas ,NV ,USA ,NUFORC,1,
12/20/2015,Other ,Attelboro ,MA ,USA ,NUFORC,1,
12/19/2015,Other ,Whitesburg ,GA ,USA ,NUFORC,1,
12/17/2015,Other ,Bandera ,TX ,USA ,MUFON,1,
12/8/2015,Other ,Matanzas Inlet ,FL ,USA ,NUFORC,1,
11/28/2015,Other ,Sonoma ,CA ,USA ,NUFORC,1,
11/22/2015,Other ,Tallahassee ,FL ,USA ,NUFORC,1,
11/18/2015,Other ,Taylor ,MO ,USA ,NUFORC,1,
11/14/2015,Other ,New Orleans ,LA ,USA ,NUFORC,1,
10/15/2015,Other ,Ashville ,NY ,USA ,NUFORC,1,
9/28/2015,Other ,Radium Springs ,NM ,USA ,NUFORC,1,
9/15/2015,Other ,Revere Beach ,MA ,USA ,NUFORC,1,
7/5/2015,Other ,Tullahoma ,TN ,USA ,NUFORC,1,
7/5/2015,Other ,Palermo ,NY ,USA ,NUFORC,1,
7/4/2015,Other ,Minocqua (town of) ,WI ,USA ,NUFORC,1,
7/4/2015,Other ,Brick ,NJ ,USA ,NUFORC,1,
7/4/2015,Other ,Hanover Township ,PA ,USA ,NUFORC,1,
7/4/2015,Other ,Independence ,MO ,USA ,NUFORC,1,
7/3/2015,Other ,North Aurora ,IL ,USA ,NUFORC,1,
7/3/2015,Other ,Stony Point ,NC ,USA ,NUFORC,1,
5/20/2015,Other ,Hopkinsville ,KY ,USA ,NUFORC,1,
2/23/2015,Other ,Fontana ,CA ,USA ,NUFORC,1,
2/15/2015,Other ,Eastvale ,CA ,USA ,NUFORC,1,
1/14/2015,Other ,Sanger ,TX ,USA ,NUFORC,1,
2/28/2014,Other ,Wilmington ,OH ,USA ,NUFORC,1,
1/1/2014,Other ,Cle Elum ,WA ,USA ,NUFORC,1,
11/22/2013,Other ,Columbus ,OH ,USA ,NUFORC,1,
10/18/2013,Other ,Slidell ,LA ,USA ,NUFORC,1,
9/26/2013,Other ,Garfield Heights ,OH ,USA ,NUFORC,1,
7/23/2013,Other ,Canton ,MI ,USA ,NUFORC,1,
3/5/2013,Other ,Elma ,NY ,USA ,NUFORC,1,
12/27/2012,Other ,Iowa City ,IA ,USA ,NUFORC,1,
11/25/2011,Other ,Palmetto Bay ,FL ,USA ,NUFORC,1,
10/16/2010,Other ,Golden Valley ,AZ ,USA ,NUFORC,1,
8/1/2009,Other ,Sumner ,WA ,USA ,NUFORC,1,
7/10/2007,Other ,Rockford ,TN ,USA ,MUFON,1,
7/1/2006,Other ,Ithaca ,NY ,USA ,NUFORC,1,
2/5/2006,Other ,Questa ,NM ,USA ,NUFORC,1,
7/15/2001,Other ,El Paso ,TX ,USA ,NUFORC,1,
6/30/1994,Other ,Beaumont ,TX ,USA ,NUFORC,1,
5/1/1993,Other ,St. Louis ,MO ,USA ,NUFORC,1,
12/15/1984,Other ,Las Vegas in desert ,NV ,USA ,NUFORC,1,
7/4/1982,Other ,Wilmington ,DE ,USA ,NUFORC,1,
7/15/1978,Other ,Douglas ,AZ ,USA ,NUFORC,1,
1/27/1955,Other ,Odessa ,TX ,USA ,NUFORC,1,
6/1/1954,Other ,Hawthorne ,CA ,USA ,NUFORC,1,
8/10/1930,Other ,Piedmont ,MO ,USA ,NUFORC,1,
11/30/1901,Other ,Yuma ,AZ ,USA ,NUFORC,1,
6/30/2016,Other ,Adelaide ,,Australia ,NUFORC,0,
6/22/2016,Other ,Bathurst ,NB ,Canada ,NUFORC,0,
4/24/2016,Other ,St. Catharines ,ON ,Canada ,NUFORC,0,
3/23/2016,Other ,Unknown ,,Iran ,NUFORC,0,
3/21/2016,Other ,South Branch ,NB ,Canada ,NUFORC,0,
1/18/2016,Other ,Fort McMurray ,AB ,Canada ,NUFORC,0,
9/15/2015,Other ,Artjarvi ,,Finland ,NUFORC,0,
6/19/2015,Other ,Kelowna ,BC ,Canada ,NUFORC,0,
5/21/2015,Other ,Creston ,BC ,Canada ,NUFORC,0,
12/1/2013,Other ,Winnipeg ,MB ,Canada ,NUFORC,0,
5/11/2011,Other ,Roma ,,Australia ,NUFORC,0,
6/30/2009,Other ,?anakkale/?an ,,Turkey ,NUFORC,0,
6/8/2008,Other ,Lido di Pomposa ,,Italy ,NUFORC,0,
7/22/2016,Oval ,Billings ,MT ,USA ,NUFORC,1,
7/21/2016,Oval ,Norwood Young America ,MN ,USA ,NUFORC,1,
7/16/2016,Oval ,Vancouver ,WA ,USA ,NUFORC,1,
7/15/2016,Oval ,Boise ,ID ,USA ,NUFORC,1,
7/13/2016,Oval ,Camano Island ,WA ,USA ,NUFORC,1,
7/9/2016,Oval ,Richland ,WA ,USA ,NUFORC,1,
7/4/2016,Oval ,Fountain ,CO ,USA ,NUFORC,1,
7/3/2016,Oval ,Fitchburg ,WI ,USA ,NUFORC,1,
7/3/2016,Oval ,Cranston ,RI ,USA ,NUFORC,1,
7/3/2016,Oval ,Baraboo ,WI ,USA ,NUFORC,1,
7/1/2016,Oval ,Ham Lake ,MN ,USA ,NUFORC,1,
6/27/2016,Oval ,San Tan Valley ,AZ ,USA ,NUFORC,1,
6/27/2016,Oval ,Phoenix ,AZ ,USA ,NUFORC,1,
6/23/2016,Oval ,Katy ,TX ,USA ,NUFORC,1,
6/21/2016,Oval ,New York ,NY ,USA ,NUFORC,1,
6/20/2016,Oval ,Gardnerville ,NV ,USA ,NUFORC,1,
6/18/2016,Oval ,Eugene ,OR ,USA ,NUFORC,1,
6/18/2016,Oval ,Temecula ,CA ,USA ,NUFORC,1,
6/17/2016,Oval ,Milan ,MI ,USA ,NUFORC,1,
6/16/2016,Oval ,Box Elder ,SD ,USA ,NUFORC,1,
6/15/2016,Oval ,Tarzana ,CA ,USA ,NUFORC,1,
6/11/2016,Oval ,La Puente ,CA ,USA ,NUFORC,1,
6/10/2016,Oval ,Agoura Hills ,CA ,USA ,NUFORC,1,
6/9/2016,Oval ,Thomasville/Greensboro ,NC ,USA ,NUFORC,1,
6/8/2016,Oval ,Ridgecrest ,CA ,USA ,NUFORC,1,
6/6/2016,Oval ,Elkland ,MO ,USA ,NUFORC,1,
6/4/2016,Oval ,Joshua Tree ,CA ,USA ,NUFORC,1,
6/3/2016,Oval ,Joshua Tree-Twenty Nine Palms ,CA ,USA ,NUFORC,1,
5/30/2016,Oval ,Avondale ,AZ ,USA ,NUFORC,1,
5/29/2016,Oval ,Concord ,MA ,USA ,NUFORC,1,
5/26/2016,Oval ,Fayetteville ,NC ,USA ,NUFORC,1,
5/24/2016,Oval ,Pe Ell ,WA ,USA ,NUFORC,1,
5/22/2016,Oval ,Fort Collins ,CO ,USA ,NUFORC,1,
5/18/2016,Oval ,Pollock Pines ,CA ,USA ,NUFORC,1,
5/18/2016,Oval ,Houston ,TX ,USA ,NUFORC,1,
5/15/2016,Oval ,Portland ,OR ,USA ,NUFORC,1,
5/7/2016,Oval ,Portland ,OR ,USA ,NUFORC,1,
5/6/2016,Oval ,Orlando ,FL ,USA ,NUFORC,1,
5/6/2016,Oval ,Apopka ,FL ,USA ,NUFORC,1,
5/5/2016,Oval ,Palm Bay ,FL ,USA ,NUFORC,1,
5/1/2016,Oval ,Jacksonville ,FL ,USA ,NUFORC,1,
5/1/2016,Oval ,Chandler ,AZ ,USA ,NUFORC,1,
5/1/2016,Oval ,Arvada ,CO ,USA ,NUFORC,1,
5/1/2016,Oval ,Independence ,MO ,USA ,NUFORC,1,
4/28/2016,Oval ,Woonsocket ,RI ,USA ,NUFORC,1,
4/25/2016,Oval ,Mukilteo ,WA ,USA ,NUFORC,1,
4/24/2016,Oval ,Marietta ,GA ,USA ,NUFORC,1,
4/22/2016,Oval ,New Braunfels ,TX ,USA ,NUFORC,1,
4/21/2016,Oval ,Ashton ,IL ,USA ,NUFORC,1,
4/21/2016,Oval ,Van Nuys ,CA ,USA ,NUFORC,1,
4/20/2016,Oval ,North Bergen ,NJ ,USA ,NUFORC,1,
4/16/2016,Oval ,Lewis Center ,OH ,USA ,NUFORC,1,
4/16/2016,Oval ,Sullivan ,WI ,USA ,NUFORC,1,
4/16/2016,Oval ,Milford ,DE ,USA ,NUFORC,1,
4/6/2016,Oval ,Tampa ,FL ,USA ,NUFORC,1,
3/31/2016,Oval ,Arlington ,TX ,USA ,NUFORC,1,
3/31/2016,Oval ,Rehoboth Beach ,DE ,USA ,NUFORC,1,
3/30/2016,Oval ,New York City (Queens) ,NY ,USA ,NUFORC,1,
3/26/2016,Oval ,Baltimore ,MD ,USA ,NUFORC,1,
3/22/2016,Oval ,New Port Richey ,FL ,USA ,NUFORC,1,
3/22/2016,Oval ,Baltimore ,MD ,USA ,NUFORC,1,
3/19/2016,Oval ,Lafayette ,LA ,USA ,NUFORC,1,
3/18/2016,Oval ,Portsmouth ,VA ,USA ,NUFORC,1,
3/18/2016,Oval ,Portsmouth ,VA ,USA ,NUFORC,1,
3/17/2016,Oval ,San Ysidro (Baja??) ,CA ,USA ,NUFORC,1,
3/15/2016,Oval ,Omak ,WA ,USA ,NUFORC,1,
3/9/2016,Oval ,Denton ,MD ,USA ,NUFORC,1,
3/5/2016,Oval ,Pasco County ,FL ,USA ,NUFORC,1,
3/4/2016,Oval ,Fairlee ,VT ,USA ,NUFORC,1,
3/2/2016,Oval ,Hagerstown ,MD ,USA ,NUFORC,1,
3/1/2016,Oval ,Ocala ,FL ,USA ,NUFORC,1,
3/1/2016,Oval ,Glastonbury ,CT ,USA ,NUFORC,1,
2/28/2016,Oval ,Bandon ,OR ,USA ,NUFORC,1,
2/21/2016,Oval ,Baltimore ,MD ,USA ,NUFORC,1,
2/13/2016,Oval ,Grayling ,MI ,USA ,NUFORC,1,
2/11/2016,Oval ,Tampa ,FL ,USA ,NUFORC,1,
2/6/2016,Oval ,North Canton ,OH ,USA ,NUFORC,1,
2/5/2016,Oval ,Carefree ,AZ ,USA ,NUFORC,1,
2/4/2016,Oval ,Estes Park ,CO ,USA ,NUFORC,1,
2/4/2016,Oval ,Bradenton ,FL ,USA ,NUFORC,1,
2/3/2016,Oval ,Mobile ,AL ,USA ,NUFORC,1,
1/25/2016,Oval ,Salem ,OR ,USA ,NUFORC,1,
1/21/2016,Oval ,Santa Maria ,CA ,USA ,NUFORC,1,
1/19/2016,Oval ,Little Chute ,WI ,USA ,NUFORC,1,
1/16/2016,Oval ,Neskowin ,OR ,USA ,NUFORC,1,
1/16/2016,Oval ,Woodside ,NY ,USA ,NUFORC,1,
1/16/2016,Oval ,Woodside ,NY ,USA ,NUFORC,1,
1/13/2016,Oval ,Albuquerque ,NM ,USA ,NUFORC,1,
1/8/2016,Oval ,Issaquah ,WA ,USA ,NUFORC,1,
1/7/2016,Oval ,New York City (Brooklyn) ,NY ,USA ,NUFORC,1,
1/5/2016,Oval ,Philadelphia ,PA ,USA ,NUFORC,1,
1/4/2016,Oval ,Twin Lake ,MI ,USA ,NUFORC,1,
1/4/2016,Oval ,Sarasota ,FL ,USA ,NUFORC,1,
1/2/2016,Oval ,Phoenix ,AZ ,USA ,NUFORC,1,
1/1/2016,Oval ,Malabar ,FL ,USA ,NUFORC,1,
12/31/2015,Oval ,Wilkes-Barre/Hazleton (between) ,PA ,USA ,NUFORC,1,
12/31/2015,Oval ,Eugene ,OR ,USA ,MUFON,1,
12/30/2015,Oval ,Harpersville ,AL ,USA ,NUFORC,1,
12/29/2015,Oval ,Brandon ,FL ,USA ,NUFORC,1,
12/24/2015,Oval ,Cranston ,RI ,USA ,NUFORC,1,
12/21/2015,Oval ,Costa Mesa ,CA ,USA ,NUFORC,1,
12/20/2015,Oval ,Surprise ,AZ ,USA ,NUFORC,1,
12/17/2015,Oval ,Milwaukie ,OR ,USA ,NUFORC,1,
12/17/2015,Oval ,Chandler ,AZ ,USA ,NUFORC,1,
12/15/2015,Oval ,Otay Mesa ,CA ,USA ,NUFORC,1,
11/18/2015,Oval ,Ogden ,UT ,USA ,NUFORC,1,
11/16/2015,Oval ,Sacramento ,CA ,USA ,NUFORC,1,
9/27/2015,Oval ,Portland ,OR ,USA ,NUFORC,1,
7/5/2015,Oval ,Chicago ,IL ,USA ,NUFORC,1,
7/4/2015,Oval ,Sitka ,AK ,USA ,NUFORC,1,
7/4/2015,Oval ,Bonita Springs ,FL ,USA ,NUFORC,1,
7/4/2015,Oval ,Pacific ,MO ,USA ,NUFORC,1,
7/4/2015,Oval ,Green Bay ,WI ,USA ,NUFORC,1,
7/4/2015,Oval ,Syracuse ,NY ,USA ,NUFORC,1,
6/22/2015,Oval ,Mount Sterling ,KY ,USA ,NUFORC,1,
6/20/2015,Oval ,Tampa ,FL ,USA ,NUFORC,1,
4/24/2015,Oval ,Rogersville ,MO ,USA ,NUFORC,1,
2/23/2015,Oval ,Sault Ste. Marie ,MI ,USA ,NUFORC,1,
10/21/2012,Oval ,Daly City ,CA ,USA ,NUFORC,1,
10/15/2006,Oval ,Howland ,OH ,USA ,NUFORC,1,
8/1/1988,Oval ,Old Bethpage ,NY ,USA ,NUFORC,1,
7/4/1987,Oval ,Abiline (Dyess AFB) ,CA ,USA ,NUFORC,1,
6/15/1983,Oval ,Waterford ,MI ,USA ,NUFORC,1,
1/14/1977,Oval ,Houston ,TX ,USA ,NUFORC,1,
10/1/1972,Oval ,New Washington ,OH ,USA ,NUFORC,1,
5/29/2016,Oval ,Lepoglava ,,Croatia ,NUFORC,0,
7/5/2015,Oval ,Cornwall ,ON ,Canada ,NUFORC,0,
11/22/2014,Oval ,Ingham ,,Australia ,NUFORC,0,
8/14/1988,Oval ,Falun ,,Sweden ,NUFORC,0,
10/21/2015,Pyramid ,Altus ,OK ,USA ,NUFORC,1,
2/8/2006,Pyramid ,Waynesville ,NC ,USA ,MUFON,1,
7/15/2016,Rectangle ,Hasty ,CO ,USA ,NUFORC,1,
7/9/2016,Rectangle ,Albuquerque ,NM ,USA ,NUFORC,1,
7/8/2016,Rectangle ,New Freedom ,PA ,USA ,NUFORC,1,
7/4/2016,Rectangle ,Hawthorne ,CA ,USA ,NUFORC,1,
7/1/2016,Rectangle ,Northwest Medford ,OR ,USA ,NUFORC,1,
7/1/2016,Rectangle ,Vestavia ,AL ,USA ,NUFORC,1,
6/29/2016,Rectangle ,Fenton ,MI ,USA ,NUFORC,1,
6/29/2016,Rectangle ,New Egypt ,NJ ,USA ,NUFORC,1,
6/25/2016,Rectangle ,Warminster ,PA ,USA ,NUFORC,1,
6/19/2016,Rectangle ,Fuquay Varina ,NC ,USA ,NUFORC,1,
6/18/2016,Rectangle ,Greensboro ,NC ,USA ,NUFORC,1,
6/16/2016,Rectangle ,Pretty Prairie ,KS ,USA ,NUFORC,1,
6/9/2016,Rectangle ,Florence ,KY ,USA ,NUFORC,1,
6/3/2016,Rectangle ,San Francisco ,CA ,USA ,NUFORC,1,
5/29/2016,Rectangle ,Canton ,IL ,USA ,NUFORC,1,
5/29/2016,Rectangle ,Franklin ,TN ,USA ,NUFORC,1,
5/29/2016,Rectangle ,Anchorage ,AK ,USA ,NUFORC,1,
5/8/2016,Rectangle ,Hillsborough ,NJ ,USA ,NUFORC,1,
5/8/2016,Rectangle ,Lewisburg ,PA ,USA ,NUFORC,1,
5/7/2016,Rectangle ,Shreveport ,LA ,USA ,NUFORC,1,
5/5/2016,Rectangle ,Smyrna ,TN ,USA ,NUFORC,1,
5/5/2016,Rectangle ,Woodbury ,MN ,USA ,NUFORC,1,
4/24/2016,Rectangle ,Quincy ,MA ,USA ,NUFORC,1,
4/20/2016,Rectangle ,Shoreline ,WA ,USA ,NUFORC,1,
4/17/2016,Rectangle ,Fleming Island ,FL ,USA ,NUFORC,1,
4/16/2016,Rectangle ,Miramar ,FL ,USA ,NUFORC,1,
4/16/2016,Rectangle ,Wickenburg ,AZ ,USA ,NUFORC,1,
4/15/2016,Rectangle ,South Kingston ,RI ,USA ,NUFORC,1,
4/12/2016,Rectangle ,Statesville ,NC ,USA ,NUFORC,1,
4/6/2016,Rectangle ,South Jordan ,UT ,USA ,NUFORC,1,
4/2/2016,Rectangle ,Center Line ,MI ,USA ,NUFORC,1,
3/27/2016,Rectangle ,Lubbock ,TX ,USA ,NUFORC,1,
3/26/2016,Rectangle ,Globe ,AZ ,USA ,NUFORC,1,
3/23/2016,Rectangle ,Stratham ,NH ,USA ,NUFORC,1,
3/22/2016,Rectangle ,Placheville ,LA ,USA ,NUFORC,1,
3/11/2016,Rectangle ,Superior ,AZ ,USA ,NUFORC,1,
3/4/2016,Rectangle ,Kalaheo ,HI ,USA ,NUFORC,1,
2/28/2016,Rectangle ,Osceola ,IN ,USA ,NUFORC,1,
2/19/2016,Rectangle ,Maricopa ,AZ ,USA ,NUFORC,1,
2/14/2016,Rectangle ,Newhall ,CA ,USA ,NUFORC,1,
2/9/2016,Rectangle ,Perrine ,FL ,USA ,NUFORC,1,
2/5/2016,Rectangle ,Cheektowaga ,NY ,USA ,NUFORC,1,
1/29/2016,Rectangle ,Springfield ,MO ,USA ,NUFORC,1,
1/25/2016,Rectangle ,Boynton Beach ,FL ,USA ,NUFORC,1,
1/25/2016,Rectangle ,Salem ,NM ,USA ,NUFORC,1,
1/20/2016,Rectangle ,Levittown ,PA ,USA ,NUFORC,1,
1/15/2016,Rectangle ,Scranton ,PA ,USA ,NUFORC,1,
1/13/2016,Rectangle ,Winter Park ,FL ,USA ,NUFORC,1,
1/11/2016,Rectangle ,Rifton ,NY ,USA ,NUFORC,1,
1/10/2016,Rectangle ,Cooperstown ,NY ,USA ,NUFORC,1,
1/6/2016,Rectangle ,Oswego ,IL ,USA ,NUFORC,1,
12/29/2015,Rectangle ,Hilldale ,WV ,USA ,NUFORC,1,
12/24/2015,Rectangle ,Sligo ,PA ,USA ,NUFORC,1,
12/23/2015,Rectangle ,Toluca Lake ,CA ,USA ,NUFORC,1,
12/21/2015,Rectangle ,Jacksonville ,FL ,USA ,NUFORC,1,
12/17/2015,Rectangle ,Lee ,MA ,USA ,NUFORC,1,
12/10/2015,Rectangle ,Parker ,AZ ,USA ,NUFORC,1,
10/15/2015,Rectangle ,Windsor ,CO ,USA ,NUFORC,1,
7/4/2015,Rectangle ,Irving ,TX ,USA ,NUFORC,1,
7/4/2015,Rectangle ,Plainview ,NY ,USA ,NUFORC,1,
7/4/2015,Rectangle ,Toms River ,NJ ,USA ,NUFORC,1,
4/26/2015,Rectangle ,Doerun ,GA ,USA ,NUFORC,1,
7/16/2014,Rectangle ,Rogersville ,AL ,USA ,NUFORC,1,
4/24/2014,Rectangle ,Memphis (north of) ,TX ,USA ,NUFORC,1,
1/24/2013,Rectangle ,Lubbock ,TX ,USA ,NUFORC,1,
7/29/1997,Rectangle ,Bloomsbury ,NJ ,USA ,NUFORC,1,
9/1/1993,Rectangle ,Phoenix ,AZ ,USA ,NUFORC,1,
6/1/1978,Rectangle ,Fairfield ,TX ,USA ,NUFORC,1,
7/11/2016,Sphere ,Lafayette ,LA ,USA ,NUFORC,1,
2/18/2016,Square ,Chandler ,AZ ,USA ,NUFORC,1,
7/18/2016,Teardrop ,O'Fallon ,MO ,USA ,NUFORC,1,
7/16/2016,Teardrop ,Rochester ,NH ,USA ,NUFORC,1,
7/14/2016,Teardrop ,Portland ,OR ,USA ,NUFORC,1,
7/14/2016,Teardrop ,Portland ,OR ,USA ,NUFORC,1,
7/11/2016,Teardrop ,Henderson ,NV ,USA ,NUFORC,1,
7/9/2016,Teardrop ,Gray ,TN ,USA ,NUFORC,1,
7/7/2016,Teardrop ,Tucson ,AZ ,USA ,NUFORC,1,
6/27/2016,Teardrop ,Grand Rapids ,MI ,USA ,NUFORC,1,
6/6/2016,Teardrop ,Pleasanton ,CA ,USA ,NUFORC,1,
5/14/2016,Teardrop ,Garden City ,UT ,USA ,NUFORC,1,
4/29/2016,Teardrop ,Castiac ,CA ,USA ,NUFORC,1,
4/22/2016,Teardrop ,Seattle ,WA ,USA ,NUFORC,1,
4/15/2016,Teardrop ,Hilton Head ,SC ,USA ,NUFORC,1,
4/3/2016,Teardrop ,Columbia ,MD ,USA ,NUFORC,1,
3/26/2016,Teardrop ,West Newbury ,MA ,USA ,NUFORC,1,
3/23/2016,Teardrop ,Mesa ,AZ ,USA ,NUFORC,1,
3/12/2016,Teardrop ,New Cumberland ,PA ,USA ,NUFORC,1,
2/22/2016,Teardrop ,Preston ,MN ,USA ,NUFORC,1,
2/19/2016,Teardrop ,Hoffman ,IL ,USA ,NUFORC,1,
2/16/2016,Teardrop ,Arlington ,VA ,USA ,NUFORC,1,
2/11/2016,Teardrop ,Cerritos ,CA ,USA ,NUFORC,1,
2/10/2016,Teardrop ,San Ramon ,CA ,USA ,NUFORC,1,
2/4/2016,Teardrop ,Los Angeles (Venice Beach) ,CA ,USA ,NUFORC,1,
2/1/2016,Teardrop ,Kearns ,UT ,USA ,NUFORC,1,
1/13/2016,Teardrop ,Longview ,MO ,USA ,NUFORC,1,
1/11/2016,Teardrop ,Biloxi ,MS ,USA ,NUFORC,1,
1/10/2016,Teardrop ,Denver ,CO ,USA ,NUFORC,1,
1/3/2016,Teardrop ,Southington ,CT ,USA ,NUFORC,1,
12/18/2015,Teardrop ,Belleville ,IL ,USA ,NUFORC,1,
11/27/2015,Teardrop ,Middletown ,RI ,USA ,NUFORC,1,
9/1/2015,Teardrop ,Spring City ,TN ,USA ,NUFORC,1,
7/4/2015,Teardrop ,Tomahawk ,WI ,USA ,NUFORC,1,
12/31/2011,Teardrop ,New Mexico border (driving west on I-40: 20 mi. pa ,NM ,USA ,NUFORC,1,
4/1/1987,Teardrop ,Westminster ,CO ,USA ,NUFORC,1,
7/18/2016,Teardrop ,Bangkok ,,Thailand ,NUFORC,0,
6/16/2016,Teardrop ,Gatineau ,QC ,Canada ,NUFORC,0,
7/21/2016,Triangle ,Spanish Fort ,AL ,USA ,NUFORC,1,
7/20/2016,Triangle ,Marion ,VA ,USA ,NUFORC,1,
7/19/2016,Triangle ,Lakewood ,WA ,USA ,NUFORC,1,
7/17/2016,Triangle ,Winston-Salem ,NC ,USA ,NUFORC,1,
7/15/2016,Triangle ,Charlotte ,NC ,USA ,NUFORC,1,
7/15/2016,Triangle ,Edmonton ,AB ,USA ,NUFORC,1,
7/15/2016,Triangle ,San diego ,CA ,USA ,NUFORC,1,
7/11/2016,Triangle ,Spokane ,WA ,USA ,NUFORC,1,
7/10/2016,Triangle ,Frederick ,MD ,USA ,NUFORC,1,
7/10/2016,Triangle ,Kihei ,HI ,USA ,NUFORC,1,
7/9/2016,Triangle ,Fayetteville ,NC ,USA ,NUFORC,1,
7/9/2016,Triangle ,Hurt ,VA ,USA ,NUFORC,1,
7/9/2016,Triangle ,Spring ,TX ,USA ,NUFORC,1,
7/4/2016,Triangle ,Warren ,OH ,USA ,NUFORC,1,
7/3/2016,Triangle ,Buford ,GA ,USA ,NUFORC,1,
7/3/2016,Triangle ,Michigan (Central Upper) ,MI ,USA ,NUFORC,1,
7/3/2016,Triangle ,Columbia ,MD ,USA ,NUFORC,1,
7/3/2016,Triangle ,Madison Heights ,VA ,USA ,NUFORC,1,
7/2/2016,Triangle ,Memphis ,TN ,USA ,NUFORC,1,
6/30/2016,Triangle ,Salisbury ,NC ,USA ,NUFORC,1,
6/28/2016,Triangle ,Woodbridge ,NJ ,USA ,NUFORC,1,
6/28/2016,Triangle ,Auburn ,WA ,USA ,NUFORC,1,
6/28/2016,Triangle ,Grand Forks ,ND ,USA ,NUFORC,1,
6/27/2016,Triangle ,Swartz Creek ,MI ,USA ,NUFORC,1,
6/27/2016,Triangle ,Henderson ,NV ,USA ,NUFORC,1,
6/26/2016,Triangle ,Cypress ,TX ,USA ,NUFORC,1,
6/23/2016,Triangle ,Brueno ,ID ,USA ,NUFORC,1,
6/19/2016,Triangle ,Idaho City (10.6 miles NW) ,ID ,USA ,NUFORC,1,
6/18/2016,Triangle ,Louisville ,KY ,USA ,NUFORC,1,
6/17/2016,Triangle ,Hendersonville ,TN ,USA ,NUFORC,1,
6/14/2016,Triangle ,Danvers ,MA ,USA ,NUFORC,1,
6/11/2016,Triangle ,Newburgh ,IN ,USA ,NUFORC,1,
6/10/2016,Triangle ,Mount Laurel ,NJ ,USA ,NUFORC,1,
6/8/2016,Triangle ,Palm Springs ,CA ,USA ,NUFORC,1,
6/2/2016,Triangle ,Portland ,OR ,USA ,NUFORC,1,
6/1/2016,Triangle ,Hyannis ,MA ,USA ,NUFORC,1,
5/30/2016,Triangle ,Byron ,GA ,USA ,NUFORC,1,
5/29/2016,Triangle ,Fallon ,NV ,USA ,NUFORC,1,
5/29/2016,Triangle ,Byron ,GA ,USA ,NUFORC,1,
5/29/2016,Triangle ,Boynton Beach ,FL ,USA ,NUFORC,1,
5/29/2016,Triangle ,Jacksonville ,FL ,USA ,NUFORC,1,
5/29/2016,Triangle ,Lowell ,IN ,USA ,NUFORC,1,
5/26/2016,Triangle ,Tampa ,FL ,USA ,NUFORC,1,
5/22/2016,Triangle ,Greeley ,CO ,USA ,NUFORC,1,
5/22/2016,Triangle ,Myrtle Beach ,SC ,USA ,NUFORC,1,
5/22/2016,Triangle ,Evansville ,IN ,USA ,NUFORC,1,
5/22/2016,Triangle ,Grand Coulee ,WA ,USA ,NUFORC,1,
5/21/2016,Triangle ,Downingtown ,PA ,USA ,NUFORC,1,
5/21/2016,Triangle ,Pueblo ,CO ,USA ,NUFORC,1,
5/21/2016,Triangle ,Concord ,NC ,USA ,NUFORC,1,
5/19/2016,Triangle ,New York City ,NY ,USA ,NUFORC,1,
5/18/2016,Triangle ,Nantucket ,MA ,USA ,NUFORC,1,
5/17/2016,Triangle ,Hazel Green ,KY ,USA ,NUFORC,1,
5/15/2016,Triangle ,Racine ,WI ,USA ,NUFORC,1,
5/15/2016,Triangle ,Lucedale ,MS ,USA ,NUFORC,1,
5/14/2016,Triangle ,Salt Lake City ,UT ,USA ,NUFORC,1,
5/14/2016,Triangle ,Tulsa ,OK ,USA ,NUFORC,1,
5/13/2016,Triangle ,Jacksonville ,FL ,USA ,NUFORC,1,
